6.2245989244099999e-02,7.6142510540799999e-02,9.9515216576599996e-01,6.2245989244099999e-02,7.6142510540799999e-02,9.9515216576599996e-01,-9.2128409312582375e-04,-3.7195237043498781e-03,3.4221913425123952e-04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
-4.5036170386200003e-02,-5.2404960230100002e-02,-9.9760994220900001e-01,-4.5036170386200003e-02,-5.2404960230100002e-02,-9.9760994220900001e-01,4.4581950955313527e-03,9.7174392831740758e-03,-7.1172311248043874e-04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
4.7948831704799997e-03,4.3805329287399997e-02,9.9902859978900005e-01,4.7948831704799997e-03,4.3805329287399997e-02,9.9902859978900005e-01,4.7072427468255323e-03,-3.4636822718057425e-03,1.2928264862941972e-04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
1.4736144482300000e-03,6.4442738154999997e-04,-9.9999874474700001e-01,1.4736144482300000e-03,6.4442738154999997e-04,-9.9999874474700001e-01,-6.4139292982911865e-03,-7.0018547564257442e-03,-1.3963863338745802e-05,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
4.9242373472500003e-02,3.2767344783899997e-02,9.9824921252599996e-01,4.9242373472500003e-02,3.2767344783899997e-02,9.9824921252599996e-01,-4.0109950650733571e-03,-2.6361178798840657e-03,2.8438740235366562e-04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.5758809555217685e-02,-2.4172208727569058e-02,-9.9937592357793315e-01,5.1187248516461219e-02,-2.9259948650468947e-02,-9.9826037162956871e-01,-1.1082934011977170e-02,-3.7991990123366235e-03,-1.9376908171901593e-04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
-5.5767851862092996e-03,8.8704046066707870e-02,9.9604246221668957e-01,2.1377956570282162e-02,6.3081621779869756e-02,9.9777942794327235e-01,1.3085070880406001e-02,-2.2775404173080941e-02,2.1015601340375620e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
-9.6577330725876681e-02,-2.4767786093877371e-02,-9.9501728955129121e-01,-1.2735785526074378e-01,-2.7052412859504486e-02,-9.9148785882933954e-01,2.4195099433834907e-02,-1.9510359574747482e-03,-2.2998346890461610e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.2921963571518094e-02,4.6299386608036709e-02,9.9694395135720282e-01,4.0475844334538102e-02,3.7325935555497437e-02,9.9848311423278557e-01,-2.5440717582538115e-03,-7.0130462673422015e-03,4.8626377668267219e-04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
-5.4748554700008459e-02,-5.1761575156563993e-03,-9.9848676892032739e-01,-2.6192315419826650e-02,3.1680679821183111e-02,-9.9915480366975074e-01,-4.5704600431299477e-03,-9.7444666384848208e-03,3.0112064101507413e-04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
