6.2245989244099999e-02,7.6142510540799999e-02,9.9515216576599996e-01,-9.2972398639034107e-04,-3.7750503738349420e-03,3.4699557918643970e-04
-4.5036170386200003e-02,-5.2404960230100002e-02,-9.9760994220900001e-01,4.2094367786064705e-03,9.6713730707020332e-03,-6.9807326858613110e-04
4.7948831704799997e-03,4.3805329287399997e-02,9.9902859978900005e-01,4.5880984057490642e-03,-3.4337327872460367e-03,1.2854126461158801e-04
1.4736144482300000e-03,6.4442738154999997e-04,-9.9999874474700001e-01,-6.5238614322621555e-03,-7.6437581828259528e-03,-1.4539521786570231e-05
4.9242373472500003e-02,3.2767344783899997e-02,9.9824921252599996e-01,-3.3486511784230105e-03,-2.2050243437640705e-03,2.3756424939815976e-04
9.8626601487400000e-03,-2.6614002969099999e-02,-9.9959715453400000e-01,-1.0987086393306315e-02,-2.2203930009895055e-03,-4.9288208732537304e-05
2.8588628536299999e-02,3.7346979810399999e-02,9.9889338183700005e-01,3.9124486238180456e-03,-4.8698877384064222e-04,-9.3767745559514027e-05
-8.9540639812200007e-02,-6.4932267210700001e-02,-9.9386432929299995e-01,1.8466787892001561e-02,7.5762804267126473e-03,-2.1587182526036763e-03
8.6088853831699994e-02,2.3319373924499998e-02,9.9601454050299998e-01,-5.5980474823918115e-03,5.6409362064742505e-04,4.7065094165141919e-04
-1.0246680823600000e-01,-9.9135854996900002e-03,-9.9468703549899995e-01,3.7705411037144915e-03,-1.0787333078229443e-04,-3.8734384482968294e-04
6.4402159486400004e-02,-6.0338696596000004e-03,9.9790581034500003e-01,2.3229353182110534e-03,7.3330845513053565e-03,-1.0557627118955538e-04
-9.8769240544899994e-02,-4.9685658652800002e-02,-9.9386924629499995e-01,8.5162731851547678e-03,6.0535262129517175e-04,-8.7659738111897103e-04
8.8751671935500001e-02,1.0805072469000000e-01,9.9017585549599996e-01,-5.3658622170187180e-03,-2.2955698618012891e-02,2.9859434545557936e-03
-6.2836557128900003e-02,-6.3989143697800004e-03,-9.9800333319300005e-01,2.3314545794594550e-03,-1.2796421831656352e-02,-6.4746648819850311e-05
7.5443108745100004e-02,-7.3686067854400001e-03,9.9712288484800005e-01,5.4513672723470775e-03,1.1644811777619470e-02,-3.2640114854753759e-04
-1.2216659872100000e-01,-5.2037275560999997e-02,-9.9114452898600003e-01,9.6386118579784227e-03,-1.4384454439978571e-03,-1.1125154938406725e-03
1.5236277663499999e-02,9.6699751818299998e-02,9.9519700399800004e-01,2.0684629737732503e-02,-1.8699183077704067e-02,1.5002553210772698e-03
-3.4750878512100000e-02,-6.1056025121600001e-02,-9.9752925292899997e-01,-4.8031329896068640e-04,1.0954948068804971e-02,-6.5378962419387822e-04
-4.0009139559300001e-02,9.7042730022400001e-04,9.9919887797800000e-01,2.1449933350946890e-02,-6.9466552065812134e-04,8.5955610868930423e-04
-2.3382178365700002e-02,2.6453665072200001e-02,-9.9937657160899995e-01,6.6586413701935866e-03,-9.9388083838506721e-03,-4.1887258545623962e-04
1.1414795792300000e-03,5.8213759805499997e-02,9.9830348116199996e-01,1.4834744681616889e-03,-2.0819461670438324e-02,1.2123425471202934e-03
3.7428900239200001e-03,-3.9914396868699999e-02,-9.9919609284300004e-01,1.1945216305382738e-02,2.4314146276274241e-02,-9.2651968886082732e-04
-3.7496352692099999e-02,-6.8263336143300019e-02,9.9696245487000001e-01,-5.0032950110123287e-03,8.4733289397704303e-03,3.9200311446404337e-04
5.9096760408599999e-02,6.0899717749700003e-02,-9.9639289432099998e-01,7.5544451244283235e-03,4.9372686584730173e-03,7.4982620365115701e-04
-1.1388374647600000e-01,-7.1038990871900007e-02,9.9095108910399998e-01,1.1780947146441874e-02,-8.1359181407540042e-04,1.2955852924888870e-03
1.3242481138000001e-01,5.7401948906700001e-02,-9.8952959067699997e-01,-3.4434546338268784e-03,9.0378952306282353e-04,-4.0839561965839207e-04
-7.7192201791900006e-02,-3.8989916202799998e-02,9.9625360218400005e-01,-1.1517383630989288e-02,6.4048032142984869e-04,-8.6732928784569684e-04
1.5606251594300000e-01,1.1102834639900000e-02,-9.8768477801200005e-01,7.9132723674150675e-05,8.8825799983724982e-04,2.2488788056933683e-05
-1.9562969857699999e-01,1.2306359779300001e-02,9.8060062756400002e-01,5.5125828650500535e-03,-7.3584029435415817e-03,1.1921061902629316e-03
8.4411587860600004e-02,1.9100205845499998e-02,-9.9624792654299998e-01,-3.3731351237980749e-03,1.4898453706508424e-02,-1.6879261648979202e-07
-4.8440407013100001e-01,9.9852782922300001e-02,8.6912720977799984e-01,-1.5824258298479572e-02,-1.5590518616825783e-02,-7.0284054932028689e-03
-4.6036817457200002e-01,-2.5417775363299999e-01,8.5056153106400001e-01,-8.5476158197601848e-03,1.1946337133050787e-02,-1.0564281623933359e-03
-1.2011894107300000e-01,3.0059205650500000e-02,-9.9230437490500001e-01,2.5301236750539953e-03,-2.3827456836280109e-04,-3.1349062722080230e-04
5.6606503334500000e-02,-4.8635876381800003e-02,9.9721125697100022e-01,2.0641925746861193e-03,1.3740263379564126e-02,5.5296510490140830e-04
-1.0941838008300001e-01,-4.1468573348300002e-02,-9.9313041410299996e-01,1.3940940433901389e-02,5.3732915508665343e-03,-1.7603104578052754e-03
4.7866674638199998e-02,7.2195718732899983e-02,9.9624126113500000e-01,8.8479308937357813e-04,-1.2000833008513328e-02,8.2716576160791024e-04
-3.8095426313899998e-02,3.4752787920799999e-02,-9.9866964133400005e-01,1.9170359169067615e-03,-1.2815203530369336e-02,-5.1908492008826356e-04
-4.8300577974800000e-03,4.9529155995300000e-02,9.9876102535500000e-01,8.8367543282391638e-03,-6.1702290233966069e-03,3.4872032561569880e-04
-8.7369797432000004e-02,-4.3552266971899997e-02,-9.9522345055800021e-01,2.2724664232444673e-02,1.7578828995660723e-03,-2.0719056558504748e-03
-5.3494359607199997e-02,2.1862082448699999e-02,9.9832883859800003e-01,3.5023467267059336e-02,5.3019964096189193e-03,1.7605874958932504e-03
-5.4752580665499997e-02,-4.4670754812099998e-02,-9.9750025993000002e-01,-3.6398871585514719e-03,4.3161785692291278e-03,6.5025152686048289e-06
1.7126467511400001e-01,8.3949840074299981e-02,9.8164191050399996e-01,-2.7958375525899661e-02,-2.2029379163270659e-02,6.7617782898482465e-03
-4.6172888904200002e-02,-1.1786807854000001e-02,-9.9886398578900004e-01,-1.6452793754447349e-02,-1.2279218854060038e-03,7.7502673890011043e-04
7.2205114871200002e-02,5.0487664656700001e-02,9.9611115307200004e-01,3.0219555764916719e-04,-8.2265622927313667e-03,3.9505616631802312e-04
-5.1617095903899998e-02,-4.6405090058800003e-02,-9.9758823259899998e-01,-6.4636390370123430e-03,-1.8572386342597697e-03,4.2083455721146217e-04
2.6421056372400002e-02,3.2347714025699997e-02,9.9912744213799998e-01,1.5208747271635712e-02,-7.5658157835000045e-03,-1.5723151727824167e-04
-9.9375298000299997e-02,3.2238494509400001e-02,-9.9452764729400001e-01,9.7687805392157653e-03,-2.3119459825874857e-02,-1.7255549008719970e-03
5.9215720593200002e-02,1.1606611440000000e-01,9.9147477812800000e-01,8.0773531846251474e-03,-2.6418963523914138e-02,2.6102934844889933e-03
